artist_id,artist_latitude,artist_location,artist_longitude,artist_name,duration,num_songs,song_id,title,year
ARL26PR1187FB576E5,,"Glasgow, Scotland",,Camera Obscura,350.32771,1,SOLRWTN12AC90719FF,Double Feature,0
ARKUI581187B9A6856,53.4796,"Manchester, England",-2.24881,Herman's Hermits,162.40281,1,SOMZZON12A6701D3B9,My Lady (2003 Digital Remaster),1997
ARNV5OQ1187FB531D5,,,,Bandabardò,138.57914,1,SOBBHII12AB0184B2C,La mauvaise réputation,2008
ARNQAVF11F4C844C04,,,,Despina Vandi,303.09832,1,SOVXMTN12A8C135A18,OUTE ENA EFHARISTO,0
ARK5KOV1187FB38967,,,,The Mob,294.76526,1,SOHJCEN12A8C142B93,I Hear You Laughing ('Ching' 1981 Cassette),0
ARWYVP51187B98C516,42.33168,"Detroit, MI",-83.04792,The Suicide Machines,95.68608,1,SONYRZV12AB018AF70,Burning In The Aftermath,2003
AR1WWVL1187B9B0306,,"Birmingham, England",,UB40,207.3073,1,SOZODBG12A6701C5D1,Reasons (Radio Remix),0
ARRJNTE1187FB44E12,,,,Casiotone For The Painfully Alone,175.72526,1,SOTUNMH12A6D4FA3E6,Nashville Parthenon,2006
AR7X9TB1187FB4DAD4,35.78577,North Carolina,-80.88892,Jim Lauderdale,205.63546,1,SOXEEXB12A6D4F9B23,Trashcan tomcat,2004
AROEL1B1187B988B90,,"South Jamaica, Queens",,Lost Boyz,269.7922,1,SOFHBAR12A6701D0FE,Certain Things We Do,1997
ARUWLCL1187FB549B8,,,,Yamandu Costa,190.04036,1,SOFGHAM12AB0186412,Mafuá,0
ARXDGV71187B990B08,34.35919,"Darling, MS",-90.27585,Super Chikan,212.74077,1,SOXQUAN12A8C14237B,Big Boy Now,2000
ARPL482119B340389B,,,,Tahiti Boy & The Palmtree Family,345.7824,1,SOTMVPV12A3F1EB94D,That Song,2008
AR7RUDQ1187B98C147,,,,Alabama Thunderpussy,274.49424,1,SOBKPPQ12A58A78407,Hunting By Echo,2001
AR1JRJ61187B9B3F37,,"Berlin, Germany",,Hardfloor,437.60281,1,SOOQFOY12AB018A713,Don?t Trust Chief Wiggum,0
ARF2EHS1187B994F4E,36.16778,"Nashville, Tennessee",-86.77836,Kings Of Leon,187.92444,1,SOLGHDZ12AB0183B11,Wicker Chair,2003
ARYL56G11C8A41634E,,,,Mick Flannery,153.93914,1,SOVSKKG12A81C21A77,Grace's Waltz,0
ARWDPT81187B99C656,50.82821,"Brighton, United Kingdom",-0.13449,The Kooks,156.42077,1,SOTEMHH12A8C1389A7,One Last Time,2008
AREFNKX1187B991576,40.71455,NY - New York City,-74.00712,Dan Zanes,72.9073,1,SOZPZUI12A8C133200,The Colorado Trail,0
ARRC2JF1187B9B6A93,-24.9162,AUSTRALIA,133.39311,Bruce Rowland,84.03546,1,SOIJXXM12A8C1416D6,Rosemary Recalls,1985
AR1ILHX1187FB53892,,,,Magtens Korridorer,219.76771,1,SOUADMQ12AB017D009,Lørdag Formiddag,2005
AROVU6Z1187B9AE74E,,,,The Corrs,222.17098,1,SOCHGUG12A58A7E184,Love Gives Love Takes ( LP Version ),1997
ARGQJWL1187FB3CE9E,,,,La Polla Records,82.99057,1,SOXLGTI12A8C13C08B,Cara Al Culo,1985
AR4503S1187FB43199,,,,Danity Kane,46.94159,1,SOZCRVP12A81C21F40,Welcome To The Dollhouse [Featuring P. Diddy] (Album Version),2008
AR720WN1187B99712F,,,,Waltari,290.37669,1,SODGQFY12A8C140A0B,Icebox,1993
ARB8Q2P1187FB4D05D,34.05349,"Los Angeles, CA",-118.24532,Roy Ayers,557.45261,1,SOOVJEF12A67ADE8D7,Long Time Ago,0
AR1F6T91187FB4D5FE,53.74319,"Hull, England",-0.34592,Baby Mammoth,237.50485,1,SOJJLFV12A8C146ACC,Tolstoy,1997
AR9AM2N1187B9AD2F1,53.4796,"Manchester, England",-2.24881,Inspiral Carpets,283.76771,1,SODDZAD12A6701DC4C,Commercial Reign,1990
AROYS8V1187FB53D56,,,,Eskimo,447.11138,1,SORXUCZ12AB018DFED,Escape the U.K.,0
AR3GZLR1187FB3D817,,,,Biffy Clyro,255.16363,1,SOQEYZY12A58A77AF2,Folding Stars,2007
AR16XZ11187B9A97F0,,,,Blue Mountain,265.63873,1,SOWCBND12A58A7C113,Judgement Day,0
ARZPYZ11187FB4938A,,,,MC Esoteric,119.53587,1,SOJYWLL12AB018A7AD,Waxing on Decepticon,0
ARC4UI41187B9AE40A,,,,Republic,187.68934,1,SOQSDYZ12A8C1366CC,Lesz-e még_ aki trombitál?,0
AR8368J1187FB4CFF3,35.14968,"Memphis, TN",-90.04892,Chris Bell,315.01016,1,SONKSNV12A58A7F654,Speed Of Sound,1992
ARR1JFI1187B9B9C38,,,,La Tropa F,198.84363,1,SOHRKCW12A6D4F9A17,Eso Si Nunca Podras,0
AR2XWG21187FB40648,,,,Shafiq Husayn,160.78322,1,SOPVFQJ12AB018BC96,Evil Man,2009
ARF3GX71187FB3EB66,,"Medicine Lodge, KS",,Martina McBride,261.95546,1,SOGQTRZ12A8C13C8B0,I Can't Stop Loving You,2005
ARP4O0W1187FB5A06B,,,,De Dannan,197.642,1,SOOBEML12A8C138C91,Johnny Leary's Polka_ O'Keefe's Polka_ Johnny I do Miss You,0
ARMJAGH1187FB546F3,35.14968,"Memphis, TN",-90.04892,The Box Tops,148.03546,1,SOCIWDW12A8C13D406,Soul Deep,1969
AREWD471187FB49873,,,,Son Kite,580.54485,1,SOIGICF12A8C141BC5,Game & Watch,2004
ARCLYBR1187FB53913,37.54703,"San Mateo, CA",-122.31483,Neal Schon,304.56118,1,SOOVHYF12A8C134892,I'll Be Waiting,1989
ARXQBR11187B98A2CC,,"Liverpool, England",,Frankie Goes To Hollywood,821.05424,1,SOBRKGM12A8C139EF6,Welcome to the Pleasuredome,1985
AR10USD1187B99F3F1,,"Burlington, Ontario, Canada",,Tweeterfriendly Music,189.57016,1,SOHKNRJ12A6701D1F8,Drop of Rain,0
AR0MWD61187B9B2B12,,,,International Noise Conspiracy,195.39546,1,SOHOZBI12A8C132E3C,Smash It Up,2000
ARCZBX11187B9AD089,,,,Suicide Commando,287.29424,1,SOVROYO12AB0186D09,Blood In Face,2000
AR1LOGZ1187B990FB4,,"Boston, MA",,Mike Stern,307.46077,1,SOWBWRV12A6D4FB3D0,I Know You,0
ARWCIEL1187FB42EF5,39.29055,B-More,-76.6096,Beach House,270.00118,1,SOGMORP12A8C13EF63,Auburn and Ivory,2006
AR1S3NH1187B98C2BC,,"Clarks Town, Jamaica",,Anthony B,202.4224,1,SONHGLD12AB0188D47,Our Father,1999
AR9E1QW1187B999A34,,,,Mikel Erentxun,210.33751,1,SOSBVKG12A8C1409B8,En Que Mujer,2000
ARI9DQS1187B995625,44.93746,"Chippewa Falls, WI",-91.39251,Judy Henske,139.78077,1,SODVVEL12A6D4F9EA0,Good Old Wagon (LP Version),1964
ARCTL0M1187FB5CEC7,,,,MRK 1,266.55302,1,SOUSWJP12A6D4FBCFF,Dr. Rudeboy,0
ARMAC4T1187FB3FA4C,40.82624,"Morris Plains, NJ",-74.47995,The Dillinger Escape Plan,207.77751,1,SOBBUGU12A8C13E95D,Setting Fire to Sleeping Giants,2004
ARZJDBC1187FB52056,27.94017,"Brandon, Florida",-82.32547,Nasty Savage,280.37179,1,SORUZFR12AB01866C1,Hypnotic Trance,1987
ARDNS031187B9924F0,32.67828,Georgia,-83.22295,Tim Wilson,186.48771,1,SONYPOM12A8C13B2D7,I Think My Wife Is Running Around On Me (Taco Hell),2005
ARBJ3VU1187B9B472D,,,,Love Of Lesbian,264.69832,1,SOQXJID12A8AE456CD,Domingo astronómico,2005
ARL14X91187FB4CF14,,,,Anal Cunt,94.22322,1,SOAFBKM12AB01837A7,Brain Dead,1995
ARPQ4Z01187FB3A736,29.42449,"San Antonio, TX",-98.49462,Butthole Surfers,450.84689,1,SOJXVAH12A8C139700,"Barking Dogs (From ""Piouhgd"")",0
AR62OVB1187FB48D09,,,,H.O.S.H.,431.96036,1,SOTUITZ12AB0181A80,Ben Johnson,0
ARAO91X1187B98CCA4,41.50471,"Cleveland, Ohio",-81.69074,Tracy Chapman,296.07138,1,SOJCRUY12A67ADA4C2,Fast Car (LP Version),1988
ARV1JVD1187B9AD195,35.91463,"Chapel Hill, NC",-79.05661,Loudon Wainwright III,190.48444,1,SOINBCU12A6D4F94C0,Human Cannonball,1995
ARMI4NV1187B99D55D,39.95227,"Philadelphia, PA",-75.16237,Man Man,268.87791,1,SOFAMRP12AF72A069E,The Ballad Of Butter Beans,2008
ARS1OWB1187B99EEAD,,"New York, NY",,The New York Dolls,344.05832,1,SOGKIWV12A6D4F86C4,Human Being,1974
ARHAJH611C8A4219F1,,,,La Bottega Dell'Arte,223.242,1,SODJYTL12A8C14550E,Noi Nel Bene_ Noi Nel Male,0
AR1DATU1187B9A5498,,,,Patto,222.58893,1,SONWUSK12AB01837FD,Sittin' Back Easy,0
AR3793X1187FB50CB3,,"Middlesbrough, England",,Chris Rea,241.162,1,SODHVES12A6701CE6B,Driving Home For Christmas,1986
ARA870V1187FB3C4B7,36.30188,"Paris, TN",-88.32588,Hank Williams Jr.,345.49506,1,SOFBGBL12A67020D9F,Tuesday's Gone (Remastered Album Version),0
ARJEOGL1187B98E9D4,,"Cologne, Germany",,Klee,210.72934,1,SOUVTOG12A67ADAE5C,Ich vermiss Dich,2006
ARANFET1187FB56607,,"Buff Bay, Portland, Jamaica",,Wayne Wonder,227.70893,1,SOCGVXG12A6D4FBC3C,All This Time,0
ARWSA121187B9A71CF,,,,Dale Warland Singers,133.53751,1,SOOKQSW12A58A76793,The Hour Glass: Lament,0
ARDJRZJ1187B99BBAF,,,,Marine Girls,147.56526,1,SOXCOHE12A58A79969,Shell Island,1983
ARW3GPF1187B9A2E60,,,,Speedstar,170.34404,1,SOPATHD12A8AE48156,Are You Feeling Better_ Angela?,0
ARGBE8R1187FB4D4FA,34.05349,"Los Angeles, CA",-118.24532,Armored Saint,288.20853,1,SOFQOCW12AF72A9D7A,Get Off the Fence,2010
ARGKBZQ1187B992BFE,,,,Driver Eight,250.98404,1,SOHBTHU12A8C135B8F,Polish,0
ARIQ98H1187B98DFBC,,"Huntington Beach, CA",,Matt Costa,178.83383,1,SOJYPBE12A58A7A994,Astair,2003
ARZHPKG1187FB4A298,,"Oakland, CA",,Judee Sill,193.35791,1,SOCEGVY12AB0182BBC,The Wreck of the FFV - Fast Flying Vestibule,0
ARNLO5S1187B9B80CC,,"Pasadena, CA",,Van Halen,209.29261,1,SOLRYQR12A670215BF,Panama (Remastered Album Version),0
AROJZNF1187B9897FD,,,,Ne Luumaet,142.10567,1,SOUCBDM12A8AE484DE,Kesäloma on kesällä,1993
ARTDQRC1187FB4EFD4,,"Los Angeles, CA",,Black Eyed Peas,229.61587,1,SOCHRXB12A8AE48069,Let's Get It Started,2004
AR6Y22S1187B99906F,,,,Smartbomb,233.27302,1,SONSPZE12AB01819CE,Complicate It,2001
ARPDLGZ1187FB43801,40.71455,"New York, NY",-74.00712,Peter Buffett,344.18893,1,SOCZVZV12A8C13813C,Red Cloud,0
ARNULK21187FB46537,,,,Grandmaster Flash,260.91057,1,SOOTBYV12AB0186EC8,Gold,1988
ARF6GW61187B9AF41C,,,,Big Drill Car,147.25179,1,SOJVGOQ12AC90979E8,The Shake,1994
ARIRNUG1187B9B0D8D,40.71455,NY - New York City,-74.00712,Riot,245.89016,1,SOPUEWL12AB01814CC,Run For Your Life,1981
ARXWAQQ1187B9AE954,,"Newark, NJ",,Redman,124.18567,1,SORWHWY12A6702038E,WKYA (drop),2001
ARWUNH81187FB4A3E0,,"Miami , Florida",,Trick Daddy,227.10812,1,SOVNKJI12A8C13CB0D,Take It To Da House (Featuring The Slip N' Slide Express) (Super Clean Album Version),2001
ARLG96V1187FB3CFB6,,,,Morten Abel,251.21914,1,SODMGPD12A8C13648E,Our Day's Coming,0
ARVJ0JK1187B98C9C0,,,,The Brooklyn Tabernacle Choir,324.44036,1,SOXVBVL12AF72A600C,Lead Me Lord,1995
ARPVZTA1187B9A63A8,,,,Lil Scrappy / Homeboy,262.24281,1,SOEOTGM12AB018AE44,Never Be Nothing Like Me,0
ARB91LI1187B9B0D97,51.48126,"Cardiff, Wales",-3.18067,People In Planes,231.02649,1,SOYNBJL12A58A7771A,Barracuda,2006
ARUQ3521187FB4F7CF,42.39376,"Chelsea, MA",-71.03237,Chick Corea / Béla Fleck,276.53179,1,SOKWBJI12A8C1363C2,Sunset Road,2007
ARWAFY51187FB5C4EF,,"Atlanta, GA",,Lil Scrappy,196.85832,1,SOHQZIB12A6D4F9FAF,N****_ What's Up [Featuring 50 Cent] (Album Version),2006
AR3WWZM1187B996646,42.18419,Massachusetts,-71.71818,Weeping Willows,230.66077,1,SOBBWUL12A8C139989,I'm Falling In Love,1997
ARXKXQ31187FB510DF,59.33217,"Stockholm, Sweden",18.06243,October Tide,377.3122,1,SOYUCKM12AB0181757,Ephemeral,1997
AREUSCM1187B9B56A0,34.05349,"Los Angeles, CA",-118.24532,Silver,181.44608,1,SODIHOR12AB01845BA,Hold Fast,0
AR3QRFN1187FB37344,,,,Guce,199.54893,1,SOHTYSP12A58A78A1C,F#ckin' On Camera,0
ARNAPR61187FB5BA84,,,,Nurzery [Rhymes],251.74159,1,SOZGONS12A6D4FDA96,Messiah (Heretical Rmx),2006
ARM900S1187FB5A3F7,,"Abilene, Texas",,Micah P. Hinson,105.79546,1,SOLWFRC12A81C20841,When We Embraced,2008
ARVRXYY1187B9A8FC6,62.19845,SWEDEN,17.55142,Simon Says,43.33669,1,SOVDTTX12A8C1421DA,Beautiful new Day,0
ARRBHUK1187FB4D1EF,40.7038,"Queens, NY",-73.83168,Joey Beltram,244.6624,1,SOLTLKU12A8AE46A4E,My Sound,1991
ARQNTEC12086C1584B,,,,Alex Gaudino_ Jason Rooney,334.602,1,SOFKRVM12AAF3B429F,I Love Rock N' Roll,2009
AR8EZZK1187FB4F6C2,,,,Erdmöbel,229.82485,1,SONCWQX12AB017AE63,Der Weg nach Mandalay (The Road To Mandalay),0
ARUZRFN1187B98AC05,,"Cleveland, OH",,Bone Thugs-N-Harmony / Akon,286.30159,1,SOBOCAG12A6BD55D56,Never Forget Me,2007
ARDBGHU1187FB52D08,33.78399,"Grenada, MS",-89.80985,Ace Cannon,154.48771,1,SOGAIYO12AB0188029,Rockin Robin,0
ARA58Y01187FB4566A,39.96196,"Columbus, OH",-83.00298,G.G. Anderson,183.50975,1,SOXRZJS12A8C1396AB,Luna Luna Du,0
ARDOOH01187B991055,,,,Ultraviolence,303.04608,1,SOSLFMU12AB018FFEA,Murder Academy,1995
ARVK3EQ1187FB458B6,,,,Césaria Evora,217.52118,1,SOTSGJP12A8C1390CF,Mar Azul,1994
ARED2DG1187FB3CB4D,,,,Tantric,177.24036,1,SOLKTEK12AB018BE1A,Walk Away,2009
ARIY5OL1187B99A66F,,,,Matthew Dear,356.46649,1,SOWSNFG12AB01824F0,Pinch & Pillage,2003
ARWHYTK1187FB482B3,,Pennsylvania,,Karen Dalton,187.19302,1,SOMHQWK12A6D4F7C62,It Hurts Me Too,1969
AR37QVQ1187FB4E011,33.89528,"Compton, CA",-118.22433,MC Eiht,335.80363,1,SOFITMV12A8C133C9B,Def Wish IV (Tap That Azz),1996
AR1H1GY1187B991F17,,,,Tasavallan Presidentti,245.41995,1,SOKSRFK12A8C134560,INTRODUCTION,1971
ARTPEZS1187B9A6105,,,,Roberto Murolo,159.73832,1,SONIRGR12A8AE47289,E Palumme,0
ARGNGRI11E2835D567,,,,Tam Tam Go!,226.82077,1,SORKRKK12A8C13C12F,Spanish Shuffle (Album Version),0
ARBJSO81187B9BA09B,,,,Soda Stereo,340.29669,1,SOVRJYX12AB01844E1,Terapia De Amor Intensiva,1988
ARP15911187B9B0676,,"Denver, CO",,Jill Sobule,241.60608,1,SOZHYRR12AB018B056,Houdini's Box (LP Version),1995
ARNCTJ91187B98D813,49.89942,"Winnipeg, Manitoba, Canada",-97.14074,Venetian Snares,101.66812,1,SOVKBUY12AF72A573F,Holló Utca 4,2007
ARV2V751187FB4330F,40.14323,New Jersey,-74.72671,Rah Digga (Featuring Outsidaz),256.80934,1,SOSYVIZ12A8C141964,The Last Word (Amended Version),2000
ARFR8SF1187FB5C174,,,,Brick & Lace,224.33914,1,SOVMLYE12A81C24390,Never Never,2007
ARCM3XF1187B9A9A0C,,,,Flaminio Maphia,275.1473,1,SOZBDRT12A8C139A4B,Supercar Trip Album Version,2005
AR10USD1187B99F3F1,,"Burlington, Ontario, Canada",,Silverstein,229.642,1,SOZEHMC12A6D4F9F30,Always And Never (Album Version),2005
AR62BB21187B9AC83D,42.31256,Boston,-71.08868,The Breeders,127.21587,1,SOGYIQL12A8C1329FC,No Aloha,1993
ARNWPVR1187FB44572,,,,Jason Becker,551.65342,1,SOVXTHZ12AB018B230,Life & Death (Album Version),0
ARL6NP61187B98C1FC,,,,The Foreshadowing,385.43628,1,SOABCEU12A8C132027,Cold Waste,2007
ARWDPT81187B99C656,50.82821,"Brighton, United Kingdom",-0.13449,The Kooks,173.63546,1,SOYQDUJ12A8C13F773,Shine On (Acoustic Version From Q101_ Chicago),0
AR7FMHB1187FB443E9,,,,Coburn feat. Princess Superstar & Solid State,189.88363,1,SOJRMKC12A8C13AD5E,Sick,2007
AR7TKV21187B9B8611,,,,Swell,245.31546,1,SOVQCMA12A6D4F6C58,Lifes Great,0
ARSASTM1187FB52759,,,,Hit The Lights,175.72526,1,SOGOFMM12AC3DF7326,On and On,2008
ARJRB241187FB556A3,,"Dumfries, Scotland, United Kingdom",,Calvin Harris,214.96118,1,SOWMBSW12A8C13609B,Acceptable In The 80's,2006
ARQZCKY1187B9B5B84,,,,Keith Jarrett_ Gary Peacock_ Jack DeJohnette,581.38077,1,SOLODHY12A8AE44F05,Scrapple From The Apple,2003
ARAK1CO1187FB3F08C,,,,Jaga Jazzist,210.88608,1,SONCVUH12A8C142A05,Another Day,2002
ARROV6A1187B9913A7,,,,Wild Strawberries,245.4722,1,SOAFQQN12A58A7CA7C,At The Unicorn,0
AR8W8P31187B9A4063,,"South Orange, NJ",,Lauryn Hill,150.59546,1,SOFEAMD12AB017F1C2,Intro,1998
ARDKBAV1187FB4AF61,,,,Gus Gus,394.50077,1,SOBOWKY12A67ADEA7E,Lust,2005
ARJEHDD1187B9B3516,43.02809,"Columbus, OH",-83.32278,The Supremes,186.61832,1,SOHRYFR12A6D4FC824,Happy (Is A Bumpy Road),1971
ARYHSHH1187B990CEA,,,,Terra Samba,205.11302,1,SOANEAM12AB0184CC7,Na Manteiga,2003
ARL6FF81187FB5A916,,"Las Vegas, NV",,Panic At The Disco,247.77098,1,SOQKKPE12A8C13C2CD,Northern Downpour (Album Version),0
AR9EZGO1187B9A401F,36.73112,"West Plains, MO",-91.85307,Jan Howard,165.98159,1,SORJXPY12AB0182839,Bad Seed,0
ARLDW6Z1187FB3F2A0,19.4319,"Mexico City, Mexico",-99.13285,Abraham Laboriel,368.16934,1,SOIRGRL12AB0186BC2,Exchange,1995
ARI9LZI1187B9A3A53,,,,Alva Noto,210.36363,1,SORHUEM12A6D4F6A90,Postfabric,2005
ARPVZTA1187B9A63A8,,,,Akon / Styles P / Fat Joe / Rick Ross,224.67873,1,SONXLSI12AF729F8A3,Watch Out,0
AR4CE6H1187FB4D5C3,34.05349,"Los Angeles, CA",-118.24532,Poco,195.99628,1,SOEZVWU12A8C138CE8,C'Mon,1971
ARAGJTD1187B9A8646,,,,P Money ft. Little Dee & Craig,223.84281,1,SOUPKAB12AB0185DF9,Crazy,2009
ARD7TVE1187B99BFB1,,California - LA,,Casual,259.44771,1,SOQLGFP12A58A7800E,OAKtown,0
ARBTQ6W1187FB38032,30.2676,"Austin, TX",-97.74298,Timbuk 3,253.1522,1,SOXMHES12A6D4F9F19,Rev. Jack & His Roamin' Cadillac Church,0
AR065TW1187FB4C3A5,51.43558,"Knowle West, Bristol, Avon, Engla",-2.57518,Tricky / The Mad Dog Reflex,177.65832,1,SOXUUSC12A6310DF31,I Like The Girls,1999
ARTMSN91187FB3A3B7,,,,Annihilator,259.89179,1,SONEGCX12AC95F0456,The Other Side,2010
ARKP23F1187B9A26F9,40.71455,"New York, NY",-74.00712,The Slackers,213.39383,1,SOIQXOJ12AB018439A,Cuban Cigar,1996
ARWI6LR1187FB46E9F,43.57607,"Le Cannet, France",7.01815,Richard Galliano,197.17179,1,SOFPXKK12AB01807D3,Chorinho Pra Ele (Live),0
AR82DJK1187B991107,34.05349,"Los Angeles, CA",-118.24532,The Pharcyde / Big Boy / Schmooche Cat / Randy Mack,334.78485,1,SOXTQOC12A6D4F6C56,The Hustle,1995
ARVTBDO1187B98AA00,,"Athens, GA",,Madeleine Peyroux,178.28526,1,SOLYRRS12A58A7BF91,J'Ai Deux Amours,2004
ARN94E81187B9A124F,,,,Soweto,207.43791,1,SOFENRE12A6D4FAF52,Estrela Da Paz,2006
AR8QW7Y119B866993A,,,,Oztara,207.51628,1,SOTAGIH12AB018152A,La Route Est Belle,2005
ARTY28B1187B9B8CA3,39.18218,"Germantown, MD",-77.27004,Clutch,233.40363,1,SOARBUG12AB018DEE0,Sinkemlow (LP Version),0
ARUCKI61187FB5C00D,,,,Rhythm On The Loose,323.16036,1,SOZEGYO12A81C20716,Break of Dawn,1991
ARPPHRC1187B99698C,,,,The Extra Glenns,165.69424,1,SOCAIVD12A8C1404A6,Baltimore,2002
ARV1ALU1187FB4D77E,33.6671,"Orange County, CA",-117.76505,Eighteen Visions,172.19873,1,SOPYZLU12A8C14193C,Our Darkest Days,2006
ARA23XO1187B9AF18F,40.57885,"Carteret, New Jersey",-74.21956,The Smithereens,248.63302,1,SOFPNQF12A8C13A8C1,Room Without A View,1989
ARO9YA11187B98F5D8,,,,Mustasch,200.41098,1,SOUJCGZ12AC4688886,Lonely,2009
ARLFHAF1187B993553,,,,Da Weasel,74.00444,1,SOTUCYK12A8C13D64E,Ragga Airlines,0
AR94SFV1187FB4DA2C,44.51279,"GREEN BAY, Wisconsin",-88.01016,Better Than Ezra,156.60363,1,SOUGMLW12A8C14005E,Summerhouse (LP Version),1993
ARIXSZZ1187B98D1F9,,,,112,259.02975,1,SOIJETD12A6D4F6D2B,Unbelievable,2003
AR8NKGL1187B98F57A,37.77916,California - SF,-122.42005,Mud,222.32771,1,SOANMQO12AF72A5FEE,The Ladies,0
AR19GQN1187FB3ACF5,40.71455,"New York, NY",-74.00712,The Bucketheads,365.71383,1,SOAQFIX12A6D4F8A72,Sayin' Dope,1995
ARDWGXO1187FB5BFD6,,,,Ian Siegal,336.24771,1,SODZDZT12AB018413E,Stealing From The Queen,2009
ARWXN7M1187B98C47D,,"Indianapolis, IN",,Babyface,242.9122,1,SOMMWIV12A8C134D08,Seven Seas,1996
ARY2RKZ1187B9ABF37,,"London, England",,Culture Club,305.89342,1,SOQADOD12AB01860CC,Do You Really Want To Hurt Me (Live),0
ARRPYYM1187B9B922F,,,,Cardopusher,296.6722,1,SORHIUJ12AB018C6BA,Lonesome Town,2009
AREPD8D1187FB3F5BC,,"Gainesville, FL",,Sister Hazel,195.36934,1,SOKMFTY12AB0183216,Walls And Cannonballs (Album),2010
AROF4LP1187FB41C51,31.1689,Texas,-100.07715,Selena,388.51873,1,SOVIRCP12AB01891FE,Ven Conmigo/Perdoname (Live),0
AR5AMEV1187FB563FA,,Philadelphia PA,,A Sunny Day In Glasgow,283.81995,1,SOIHDHD12AB017C6A3,The Best Summer Ever,2006
ARP07GD1187B9B9DA4,,,,Los Originales De San Juan,263.6273,1,SOCMIYJ12A8C1384E3,Librado Maldonado,0
ARG4J2T1187FB3A8B8,,Mass. - Boston,,Lori McKenna,240.03873,1,SONYLIT12A8C13C220,Drinkin' Problem (Album Version),2007
ARAG533119B8668A01,,,,The Courteeners,191.34649,1,SOVURUB12AC468C232,Forget The Weight Of The World,2010
ARPCSB31187B9AD257,,,,CONTROL DENIED,341.36771,1,SORPKRU12A8C1334A8,Breaking The Broken,1999
AR0WDCQ1187FB3D9AB,,,,Texas Tornados,152.16281,1,SOVRXWG12AB0185F58,Volver (LP Version),0
AR72QR11187FB52486,41.38572,"Barcelona, Spain",2.17005,Tokyo Sex Destruction,181.05424,1,SOIAWUR12A8C1435D0,Stories from the Neighbourhood,0
ARIVN7F1187FB5CCCA,42.33168,"Detroit, MI",-83.04792,Detroit Grand Pubahs,415.97342,1,SORQPTV12AB017EF41,Dr. Bootygrabber,2001
AR5QW6F1187B9A7E4C,,Minnesota,,Excel,143.15057,1,SOTPULV12AB017DED5,Never Look Away,0
ARAGT961187FB4193B,45.51228,Montreal/New York,-73.55439,Chromeo,395.33669,1,SOSJDQJ12A8C13D4A9,Fancy Footwork,2007
ARMS3AC1187B9936B0,51.50632,UK - England - London,-0.12714,Mediaeval Baebes,219.74159,1,SOJFVBL12AB017F21C,I Am Eve,2002
ARNBYCT1187B9AA090,,"Bel Air, MD",,xLooking Forwardx,77.11302,1,SOHYGLL12A8C142CEB,I Ain't Mad At Cha,2005
ARXKPD41187FB51915,,,,Lotus,394.44853,1,SONXKDW12AB017EC11,Drunken Giraffe,0
ARGWFMR1187B98D0E7,-19.59634,ES,-40.77105,Cómplices,307.56526,1,SOUSQZF12A8C13BBB9,Ojos Gitanos,1991
